Date,GLD,TLT,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2013-01-03,-0.012146779740190669,-0.013642093865864586,-0.0002742370319506199,-0.001185719508572769,0.0005154157876276241,-0.006394259309873309,-0.002517218826773402,0.0,0.0012287659815113513,0.002475276756597588
2013-01-04,-0.0047257550222331544,0.003892617140155693,0.011038050708033983,0.011799669430618253,0.007440297923207357,-0.004059083668160585,0.00279644353580388,0.005049043150789807,0.00441051878980566,0.0037001447189210436
2013-01-07,-0.006315147639550098,0.0004219101322887612,-0.007754689977126173,-0.002348997673744063,-0.004354551686419049,-0.0013570553663864345,-0.0067246033377984385,-0.009841282048495962,0.003173159817496684,-0.0024655759280571886
2013-01-08,0.007062780803268713,0.006563984790654533,-0.003283360730907762,-0.002943586308838877,-0.007732198756576892,-0.0037410027033468935,-0.0028152622032138535,-0.00311317761112782,0.00024371704617870372,-0.002884011312080752
2013-01-09,-0.0004360197219949153,-0.000923234906732465,-0.0016455623742894425,-0.0011798649321772758,0.01004016712223605,0.0017021140648289937,0.002252356487378228,-0.00198601120449218,0.010905327840424937,0.0016494425212167404
2013-01-10,0.009241174883853428,-0.002774270116752972,0.009017727812305134,0.012320217007786075,0.004854879442976566,0.0050894099996507515,0.005890302618910351,0.004251503031962668,0.00696562582286312,0.005750263744860524
2013-01-11,-0.005695893235337639,0.008883999824163267,0.0012235394570996043,-0.002335197833921928,-0.0035749176224118455,0.0013524666928107906,0.0044640705802337696,0.0011308658088740656,-0.0002397398578994857,0.0008187088171256407
2013-01-14,0.002975797243476377,-0.0027577193680353904,0.00013582850057702636,-0.0029262697671350573,0.003830023146990775,-0.006441876692461391,0.0030575623162490207,-0.001980189169906552,0.0009575954583609988,0.002452384083336887
2013-01-15,0.006294400919113552,0.004591090657503218,0.004472439288812239,0.004094768888872085,0.0027990408881832752,-0.006483489001277114,0.0030483918138743482,0.002826667517168617,-0.0011971660193576736,0.007321452092329704
2013-01-16,0.0005534660222785934,0.0020803304308815497,0.0044524424598590745,0.0005834758175588734,-0.004074292200043495,0.0034176871092427862,-0.0013841400754325969,-0.00480953077158208,-0.002157358052005626,-0.0022311032989566913
2013-01-17,0.004294560017826217,-0.010023431427759733,0.006307353064697755,-0.0005834758175588039,0.010659945716401907,0.004085650709523013,0.0066279580118009,0.003963052424319879,0.008840129227121558,0.010505074399748135
2013-01-18,-0.0015930021974330576,0.007693188734906949,0.009851249078466389,0.0011666987121851872,0.008046656564957611,-0.001359671000465486,0.004120313033677788,0.007877973700435926,0.003324712572138625,0.0012050120114898107
2013-01-22,0.003550021116017711,0.0019148913072617394,0.00949261343346237,0.009286206321234758,0.003999358417558521,0.0027180323733172187,0.00027379821346637886,0.008372718749932461,0.0028409501745072486,0.0026061551013789354
2013-01-23,-0.002814438031338391,-0.0014971749780201284,-0.0034176902319045417,-0.0005777439123090129,0.00024836442423665394,0.010464538454692356,-0.00027379821346648435,-0.0025046603503224244,-0.0011827298644152533,0.000800269936261475
2013-01-24,-0.01102810374616787,-0.0035044346522417305,0.0028923333190038463,0.005188579212609118,0.005967668221840997,-0.017274254901014544,0.002737646367601666,0.004448292534303528,0.006369897308212572,0.007572994142639309
2013-01-25,-0.004781604983568098,-0.013798951247870856,0.009408107993576928,0.004589758759622906,0.003217404153885597,0.0010246072852990338,0.004908234578533532,0.004980831178201636,0.007731476192530717,0.010467258467350433
2013-01-28,-0.002243414817202356,-0.003650341226499844,-0.0016917501570060842,-0.004014917826949546,0.0007410285322591055,0.0034068989706826673,0.0008157265460386684,-0.0005523198142086115,-0.003506828330008869,-0.0047266091053504745
2013-01-29,0.004357652623316265,-0.005542127646411952,0.016025012621655118,0.004014917826949483,0.0022196771291256513,0.0013599766526560715,0.005421652431892411,0.006880550036908477,0.010715001393936998,-0.003955627186840128
2013-01-30,0.007426217176999296,-0.0017118111484837521,-0.005012524316397842,-0.004589758759622882,-0.009157191018993807,-0.003062090717485066,-0.001894042408034793,0.0008226876567601455,-0.00301665419742967,-0.0017850221751598446
2013-01-31,-0.006122691411324907,0.004870773210314864,-0.0033557759228910874,-0.0005749992308717172,-0.0034868892312740814,0.0017021140648289937,-0.0013555378471587255,0.0024631228458297126,-0.0027924664798445586,-0.004776108558372392
2013-02-01,0.0015496671610711066,-0.013070346250839766,0.009265561799927916,0.013146641199518295,0.009683374588883124,0.011162144944998096,0.00810412728529834,0.0027299654697574773,0.007892188069348573,0.005767877818197422
2013-02-04,0.0034008569302853,0.012727823331408709,-0.009523975003757052,-0.011421946281529805,-0.008686051841935931,-0.013205122152804855,-0.009461064318197227,-0.006838979062136886,-0.011159915047563411,-0.012372608709042415
2013-02-05,-0.0002469026145644602,-0.008926621132111805,0.008626713443118108,0.009717196116172527,0.009179912406144485,0.011521841488880977,0.01187945625670107,0.0027413521166697657,0.01092887196696557,0.010586345023537112
2013-02-06,0.0026514131006226955,0.00815799800925829,0.0006409154299313135,0.0017047501653572451,0.0002471679680502564,-0.00033692027632547297,0.0013407784652909667,0.003006406111039669,-0.00023120601089668413,0.0021831007297280778
2013-02-07,-0.003392675486914591,-0.002226287260772933,-0.0025660507145794974,-0.002843151238979496,-0.0012351331152405044,0.0,0.005346218571173666,0.0013637194940235764,-0.003708014033654834,-0.002183100729728069
2013-02-08,-0.0016696396112383367,0.003849911922825571,0.009333188673774825,0.0022750822142916316,0.003947807929430554,0.008724829639653243,-0.000799918088568167,0.0,0.007402329478158973,0.0077191108365253615
2013-02-11,-0.011641494508639208,-0.0007691944397427986,-0.004974883369274853,0.004535203293166138,-0.0007392592312371623,0.00200289523070868,0.0,0.0024501947825814993,-0.002076557385289912,-0.0033575771637790438
2013-02-12,0.001189038868357003,-0.002480884792827997,0.002681506871972574,0.007887532056369719,0.004425774616213626,-0.003340138938052942,-0.0010675537772997094,0.004340805138599039,-0.001155508967719964,0.003948948019803348
2013-02-13,-0.005267437597442791,-0.008170185712811822,0.003565266609008392,-0.0022473838579089808,0.005383070492572142,-0.00033485512575461744,0.001067553777299699,0.0,-0.000693618133376936,0.0021651400611250008
2013-02-14,-0.0044108258534539865,0.009026195464505279,0.008605794714537597,0.003369016704530507,0.001462966058281952,-0.002680762783546873,0.0021324147910767198,-0.008154719415203978,0.0020803967610738398,0.0003928812412417593
2013-02-15,-0.016491485732013745,-0.002914377013917222,-0.011533493283733954,-0.004494436854275755,0.00048729817040814636,-0.0006711633827233579,0.001330148141071621,0.002181412864084636,0.002306050831566879,0.0011785893403166803
2013-02-19,-0.00276442800912232,-0.004990598167621158,0.011533493283733908,0.009526357656613327,0.007280065377560637,0.006693181887481527,0.01005291353753342,0.008676384079158292,0.006199991173649093,0.00372270034483074
2013-02-20,-0.02536237476562978,0.00301444842879031,-0.021139404137139536,-0.015172874929269282,-0.013142305879099422,-0.013769982147437394,-0.0018444251578931536,-0.001891394775984886,-0.0064301825269546245,-0.01537259873064416
2013-02-21,0.007761616845874272,0.005831953854801616,-0.006973780875698316,-0.007958937258642855,-0.007376849403684906,-0.008149519871196725,0.0031595278862229714,-0.004337355696387988,-0.004619045366823298,-0.008376605416633263
2013-02-22,0.0022906918469714913,0.0006834479390811321,0.010442716118053414,0.01247868196548904,0.007866773182081914,0.012199394735507215,0.005766997389531161,0.010001238296605968,0.004388473613874927,0.005592310539035815
2013-02-25,0.008916105586720739,0.019462974633444655,-0.026511906304252604,-0.027429977322820907,-0.020782609264705737,-0.014247329505369149,-0.013684757078283554,-0.008915214458323087,-0.011124254422358579,-0.015656572903407707
2013-02-26,0.012107340694240326,-0.005799752480732358,0.00982841051214633,0.0052007443734694925,0.005982599620280208,0.005791482908637904,0.0023819102429116228,0.002980977151564241,0.002560352068960429,0.009863703509161536
2013-02-27,-0.010618162447447536,-0.0029543285538317357,0.01514309118687216,0.015442059690060819,0.018710073557647193,0.008455846596731289,0.007374674568358939,0.00915659995524988,0.010865597788366136,0.015109983924644679
2013-02-28,-0.010209194156268543,0.0018584543866684584,-0.0020570673902439904,-0.001704122012489834,-0.0007321656185006961,-0.0020230016056227242,-0.0005253075866223872,0.0034792806225763073,-0.0009198245705297626,0.004920671024994013
